"Primary Street","Dir","Cross Street","Type","Dist","Count Date","Day","W/B","E/B","N/B","S/B","Total"
"WEST BL","AT","67th ST","AUTO","SR","February 02, 2015","MON","0","0","7,832","7,717","15,549"
"CAPPS AV","AT","SHERMAN WAY","MAN","WV","June 16, 2015","TUE","0","0","0","717","717"
"D ST","AT","GULF AV","AUTO","SR","July 16, 2014","WED","502","820","0","0","1,322"
"VIINELAND AV","AT","STRATHERN ST","AUTO","EV","June 29, 2016","WED","0","0","14,180","19,334","33,514"
"6th ST","AT","OCCIDENTAL BL","AUTO","CR","October 01, 2015","THU","15,415","14,091","0","0","29,506"
"SHERMAN WAY","AT","BAIRD AV","MAN","WV","August 20, 2015","THU","13,181","15,973","0","0","29,154"
"WHITE OAK AV","AT","MAGNOLIA BL","MAN","WV","December 09, 2015","WED","0","0","11,621","13,466","25,087"
"CRESCENT AV","AT","20th ST","MAN","SR","June 25, 2015","THU","0","0","343","898","1,241"
"PLATT AV","AT","VANOWEN ST","MAN","WV","April 30, 2015","THU","0","0","13,769","13,611","27,380"
"PACIFIC AV","AT","3rd ST","MAN","SR","June 16, 2015","TUE","0","0","143","212","355"
"SEPULVEDA BL","AT","VICTORY BL","MAN","EV","May 20, 2015","WED","0","0","21,587","18,050","39,637"
"GAFFEY ST ","AT","GATUN ST","AUTO","SR","April 13, 2016","WED","0","0","18,442","17,822","36,264"
"HILGARD AV","AT","WESTHOLME AV","AUTO","WR","March 25, 2015","WED","0","0","5,630","6,399","12,029"
"ACADEMY RD","E/O","STADIUM WAY","AUTO","CR","November 05, 2015","THU","2,742","3,165","0","0","5,907"
"RESEDA BL","AT","ROSITA ST","AUTO","WV","October 03, 2016","MON","0","0","3,232","5,158","8,390"
"ALAMEDA ST","AT","EL MONTE BUSWAY","MAN","CR","May 28, 2014","WED","0","0","17,935","13,651","31,586"
"ORION AV","AT","PLUMMER ST","MAN","EV","December 09, 2015","WED","0","0","898","284","1,182"
"CARSON ST","W/O","HALLDALE AV","AUTO","SR","May 24, 2016","TUE","17,898","17,602","0","0","35,500"
"SEPULVEDA BL","AT","SANTA MONICA BL","AUTO","WR","April 23, 2015","THU","0","0","14,166","12,121","26,287"
"ALLEY N/O RIVERSIDE DR",,"E/O FORMAN AV","AUTO","EV","June 16, 2015","TUE","360","522",,,"882"
"ADAMS BL ","AT","BRIGHTON AV","AUTO","CR","July 08, 2014","TUE","9,826","9,691","0","0","19,517"
"ALAMEDA ST","AT","PACIFIC COAST HWY","MAN","SR","April 09, 2015","THU","0","0","7,360","11,097","18,457"
"BONNIE BRAE ST","S/O","JAMES M WOOD BL","AUTO","CR","July 28, 2015","TUE","0","0","1,251","991","2,242"
"TAMPA AV","AT","DEVONSHIRE ST","AUTO","WV","April 14, 2015","TUE","0","0","19,595","16,885","36,480"
"AVENUE 60 (N INT) MALL DRIVEWAY","AT","N FIGUEROA ST","MAN","CR","February 25, 2016","THU","6,944","78","0","0","7,022"
"WHITSETT AV","AT","KITTRIDGE ST","AUTO","EV","May 19, 2015","TUE","0","0","9,096","11,035","20,131"
"CRENSHAW BL","AT ","VERNON AV","MAN","SR","June 14, 2016","TUE","0","0","12,556","13,463","26,019"
"HYPERION AV","AT","FOUNTAIN AV","MAN","HW","June 16, 2015","TUE","0","0","6,392","0","6,392"
"2nd ST","AT","OXFORD AV","MAN","HW","April 29, 2015","WED","2,547","2,735","0","0","5,282"
"VERNON AV","AT","VAN NESS AV","AUTO","SR","March 17, 2016","THU","7,896","8,711","0","0","16,607"
"MILWAUKEE AV","N/O","YORK BL","AUTO","CR","August 25, 2015","TUE","0","0","396","604","1,000"
"PACIFIC AV","AT","SANTA CRUZ ST","MAN","SR","November 04, 2015","WED","0","0","8,714","7,160","15,874"
"MONTEREY RD ","AT","VIA MARISOL      ","MAN","CR","June 16, 2015","TUE","0","0","6,439","4,759","11,198"
"HESBY ST","AT","VINELAND AV","MAN","EV","August 07, 2014","THU","0","1,152","0","0","1,152"
"VERMONT AV","AT","GAGE AV","MAN","SR","June 14, 2016","TUE","0","0","12,333","10,312","22,645"
"EVERGREEN AV","AT","1st ST","AUTO","CR","May 26, 2016","THU","0","0","3,147","5,150","8,297"
"WASHINGTON BL ","AT","HAUSER BL","MAN","HW","June 25, 2014","WED","14,241","10,601","0","0","24,842"
"SAN PEDRO ST","AT","52nd ST","AUTO","CR","October 05, 2016","WED","0","0","4,883","4,627","9,510"
"FIGUEROA ST","AT","AVE 6O   (NORTH INTER)","AUTO","CR","July 24, 2014","THU","0","0","8,625","11,298","19,923"
"LAUREL CANYON BL","AT","DONA PEGITA DR","MAN","EV","June 15, 2016","WED","0","0","15,174","17,733","32,907"
"FIGUEROA ST","AT","111th PL","AUTO","SR","May 12, 2015","TUE","0","0","13,228","12,748","25,976"
"RESEDA BL","AT","CHATSWORTH ST","MAN","WV","June 08, 2016","WED","0","0","15,068","15,059","30,127"
"PORTIA ST ","N/O","SUNSET BL","AUTO","HW","May 31, 2016","TUE","0","0","926","759","1,685"
"MANSFIELD AV","N/O","ROSELAND ST","AUTO","HW","May 24, 2016","TUE","0","0","172","988","1,160"
"GAGE AV","E/O","MAIN ST","AUTO","CR","November 05, 2015","THU","15,720","15,959","0","0","31,679"
"23rd ST","AT","PORTLAND ST","MAN","CR","March 15, 2016","TUE","3,854","3,403","0","0","7,257"
"62nd ST","AT","MENLO AV","AUTO","SR","June 25, 2015","THU","688","429","0","0","1,117"
"WILFORD DR","AT","RESEDA BL","MAN","WV","April 29, 2015","WED","0","0","0","512","512"
"VICTORY BL","AT","WILBUR AV","AUTO","WV","September 28, 2016","WED","18,207","20,294","0","0","38,501"
"22nd ST","AT","HARVARD BL","AUTO","CR","June 30, 2014","MON","555","284","0","0","839"
"COLDWATER CANYON BL","AT","ERWIN ST","MAN","EV","April 29, 2015","WED","0","0","8,780","10,458","19,238"
"NORMANDIE AV","N/O","57th ST","AUTO","SR","May 19, 2016","THU","0","0","14,944","15,079","30,023"
"CAHUENGA BL WEST ","AT","BARHAM BL","AUTO","HW","October 01, 2014","WED","10,876","14,160","0","0","25,036"
"POLK ST","AT","BRADLEY AV","AUTO","EV","February 01, 2016","MON","7,288","6,627","0","0","13,915"
"NORMANDIE AV","AT","MONROE ST","MAN","HW","November 12, 2015","THU","0","0","11,355","9,616","20,971"
"WEST BL","AT","WASHINGTON BL","MAN","HW","June 14, 2016","TUE","0","0","5,899","6,300","12,199"
"BLEDSOE ST","W/O","EL DORADO AV","AUTO","EV","August 20, 2015","THU","2,505","2,672","0","0","5,177"
"HUBBARD ST","AT","ELDRIDGE AV","AUTO","EV","January 19, 2016","TUE","5,976","8,887","0","0","14,863"
"VIRGINIA AV","W/O","VAN NESS AV","AUTO","HW","May 19, 2016","THU","909","710","0","0","1,619"
"RIMPAU BL","N/O","HICKORY ST","AUTO","HW","August 19, 2015","WED","0","0","495","650","1,145"
"25th ST","AT","MERMAID DR","AUTO","SR","February 26, 2015","THU","8,120","7,954","0","0","16,074"
"105th ST","AT","CENTRAL AV","MAN","SR","November 15, 2015","SUN","541","270","0","0","811"
"LA CLEDE AV","AT","SILVER LAKE BL","MAN","HW","June 17, 2015","WED","0","0","505","1,083","1,588"
"OSBORNE ST","AT","SAN FERNANDO RD","AUTO","EV","January 21, 2016","THU","11,661","10,586","0","0","22,247"
"VICTORY BL","AT","WINNETKA AV","MAN","WV","May 19, 2015","TUE","20,337","21,968","0","0","42,305"
"OAK GROVE DR","E/O","NOLDEN ST","AUTO","CR","November 19, 2015","THU","476","570","0","0","1,046"
"CYPRESS AV","AT","ARVIA ST","AUTO","CR","July 21, 2015","TUE","6,087","6,915","0","0","13,002"
"MAIN ST","AT","47th ST","MAN","CR","June 11, 2015","THU","0","0","10,183","8,491","18,674"
"RESEDA BL","AT","ROSCOE BL","AUTO","WV","October 30, 2014","THU","0","0","15,157","17,886","33,043"
"LA BREA AV","AT","WILSHIRE BL","MAN","HW","April 22, 2015","WED","0","0","17,458","15,978","33,436"
"CHIMINEAS AV","AT","SAN FERNANDO MISSION BL","MAN","WV","June 16, 2015","TUE","0","0","174","505","679"
"AMADOR PL","S/O","AMADOR ST","AUTO","CR","August 20, 2015","THU","0","0","0","2,143","2,143"
"HIGHLAND AV","AT","LELAND WAY","MAN","HW","June 15, 2016","WED","0","0","42,779","51,977","94,756"
"WEST BL","AT","ST CHARLES PL","AUTO","HW","November 16, 2015","MON","0","0","6,433","6,210","12,643"
"GAGE AV","W/O","AVALON BL  (north road)","AUTO","CR","August 20, 2015","THU","998","0","0","0","998"
"MILWAUKEE AV","AT","YORK BL","MAN","CR","August 06, 2015","THU","0","0","256","463","719"
"Q ST","W/O","FRIES AV","AUTO","SR","July 28, 2015","TUE","610","662","0","0","1,272"
"MULHOLLAND DR  ","W/O","NICADA DR","AUTO","EV","May 24, 2016","TUE","8,192","6,946","0","0","15,138"
"OXNARD ST","AT","FAIR AV","MAN","EV","June 08, 2016","WED","7,560","8,143","0","0","15,703"
"PARTHENIA ST","AT","INDEPENDENCE AV","AUTO","WV","December 16, 2015","WED","9,976","9,787","0","0","19,763"
"ST ANDREWS PL","N/O","11tH ST","AUTO","HW","September 01, 2015","TUE","0","0","1,341","575","1,916"
"SANTA MONICA BL","AT","HIGHLAND AV","MAN","HW","April 22, 2015","WED","17,453","14,723","0","0","32,176"
"SEPULVEDA BL","AT","WESTMINSTER AV","AUTO","WR","April 27, 2015","MON","0","0","17,130","12,356","29,486"
"EFFIE ST","W/O","SANBORN AV","AUTO","HW","September 21, 2015","MON","1,135","820","0","0","1,955"
"104th ST","W/O","SPRING ST","AUTO","SR","May 19, 2016","THU","453","536","0","0","989"
"SATURN ST","W/O","HI POINT ST","AUTO","HW","August 19, 2015","WED","860","781","0","0","1,641"
"HIGHLAND AV","AT","SANTA MONICA BL","MAN","HW","April 21, 2015","TUE","0","0","17,618","20,447","38,065"
"SHERMAN WAY","AT","LOMA VERDE AV","MAN","WV","July 08, 2015","WED","12,161","11,600","0","0","23,761"
"MAPLE AV","N/O","32nd ST","AUTO","CR","November 10, 2015","TUE","0","0","2,827","3,159","5,986"
"48th ST","E/O","9th AV","AUTO","SR","November 12, 2015","THU","5,631","5,102","0","0","10,733"
"LAKME AV","AT","M ST","AUTO","SR","June 12, 2014","THU","0","0","618","593","1,211"
"VIRGIL AV","AT","MARATHON ST","MAN","HW","June 17, 2015","WED","0","0",,,
"25th ST","AT","7th AV","AUTO","HW","January 29, 2015","THU","787","608","0","0","1,395"
"E ST","E/O","AVALON BL","AUTO","SR","August 25, 2015","TUE","1,193","1,119","0","0","2,312"
"25th ST","AT","MORAY AV","MAN","SR","June 07, 2016","TUE","10,859","8,744","0","0","19,603"
"DONA PEGITA DR","AT","LAUREL CANYON BL","MAN","EV","June 15, 2016","WED","1,053","0","0","0","1,053"
"MARMION WAY","BTWN","SHANLEY AV AND MUSEUM DR","AUTO","CR","August 30, 2016","TUE","0","0","3,438","3,946","7,384"
"EASTERN AV","AT","GAMBIER ST","MAN","CR","October 08, 2015","THU","0","0","9,835","7,612","17,447"
"MONROE ST","AT","NORMANDIE AV","MAN","HW","November 12, 2015","THU","867","0","0","0","867"
"OLYMPIC BL","AT","HOOVER ST","AUTO","CR","January 27, 2015","TUE","18,116","22,857","0","0","40,973"
"SPAULDING AV","AT","PACKARD ST","MAN","HW","June 16, 2015","TUE","0","0","776","298","1,074"
"PALMETTO ST","W/O","MATEO ST","AUTO","CR","May 19, 2016","THU","1,919","1,440","0","0","3,359"
"LOS FELIZ BL   (COSTCO PRIVATE DWY)","AT ","REVERE AV","MAN","CR","June 13, 2015","SAT","12,467","13,581","0","0","26,048"
"TAMPA AV","AT","CHATSWORTH ST","MAN","WV","December 01, 2015","TUE","0","0","20,367","28,870","49,237"
"28th ST","W/O","CRENSHAW BL","AUTO","HW","May 24, 2016","TUE","1,770","1,734","0","0","3,504"
"NORMANDIE AV","AT","VENICE BL","MAN","HW","December 01, 2015","TUE","0","0","18,245","15,456","33,701"
"21st ST","E/O","SYCAMORE AV","AUTO","HW","November 10, 2015","TUE","1,397","1,006","0","0","2,403"
"21st ST","E/O","SYCAMORE AV","AUTO","HW","November 10, 2015","TUE","1,397","1,006","0","0","2,403"
"BEVERLY BL     ","AT","BEMONT AV","AUTO","HW","March 08, 2016","TUE","11,109","12,127","0","0","23,236"
"94th ST","AT","WESTERN AV","MAN","SR","June 07, 2016","TUE","369","1,337","0","0","1,706"
"VENICE BL","AT","SAN VICENTE BL / VINEYARD AV","AUTO","HW","June 01, 2015","MON","19,370","11,331","0","0","30,701"
"AVENUE 51","AT","MONTE VISTA ST","MAN","CR","June 16, 2015","TUE","0","0","498","404","902"
"SANTA MONICA BL","AT","HIGHLAND AV","MAN","HW","April 21, 2015","TUE","17,585","14,577","0","0","62,162"
"96th ST","AT","CENTRAL AV","MAN","SR","June 10, 2015","WED","745","5","0","0","750"
"NICADA DR","S/O","MULHOLLAND DR","AUTO","EV","May 24, 2016","TUE","0","0","4,097","3,159","7,256"
"WHITTIER BL ","AT ","MOTT ST","AUTO","CR","February 23, 2016","TUE","9,466","7,703","0","0","17,169"
"VERNON AV","AT","WALL ST","AUTO","CR","March 22, 2016","TUE","18,051","14,245","0","0","32,296"
"5th AV","N/O","67thST","AUTO","SR","May 19, 2016","THU","0","0","286","339","625"
"WHITE OAK AV","AT","VICTORY BL","MAN","WV","June 07, 2016","TUE","0","0","14,363","12,201","26,564"
"SLAUSON AV            BETWEEN",,"2nd AV AND 3rd AV","AUTO","SR","May 29, 2014","THU","15,669","15,882","0","0","31,551"
"BUDLONG AV","S/O","38th ST","AUTO","SR","May 19, 2016","THU","0","0","1,628","1,007","2,635"
"710 FWY NORTHBOUND RAMPS","AT","VALLEY BL","MAN","CR","April 16, 2015","THU","0","0","21,691","139","21,830"
"RANCHITO AV","AT","RIVERSIDE DR","MAN","EV","June 15, 2016","WED","0","0","0","766","766"
"DACOTAH ST","S/O","1st ST","AUTO","CR","June 02, 2016","THU","0","0","243","377","620"
"ALAMEDA ST","S/O","48th PL","AUTO","CR","November 10, 2015","TUE","0","0","11,262","11,410","22,672"
"6Tth ST","AT","WESTLAKE AV","AUTO","CR","September 30, 2015","WED","10,779","10,720","0","0","21,499"
"2nd AV","AT","48th ST","MAN","SR","June 11, 2015","THU","0","0","924","740","1,664"
"MARIANO ST","AT","VALLEY CIRCLE BL","MAN","WV","January 28, 2016","THU","1,960","1,161","0","0","3,121"
"SAYRE ST","AT","FOOTHILL BL","AUTO","EV","April 27, 2016","WED","0","0","6,380","4,792","11,172"
"CUMMINGS ST","AT","MARENGO ST","MAN","CR","June 30, 2015","TUE","0","0","282","616","898"
"SUNSET BL","AT","WOODBURN AV","AUTO","WR","September 02, 2014","TUE","19,923","26,373","0","0","46,296"
"MAPLE AV","AT","32nd ST","MAN","CR","November 11, 2015","WED","0","0","3,382","2,822","6,204"
"COURTLEIGH DR","E/O","INGLEWOOD BL","AUTO","WR","June 02, 2016","THU","524","654","0","0","1,178"
"CAHUENGA BL WEST ","AT","BROADLAWN DR","AUTO","HW","October 01, 2014","WED","11,908","14,381","0","0","26,289"
"ALMA ST","AT","24th ST","AUTO","SR","June 30, 2014","MON","0","0","606","862","1,468"
"WESTERN AV","AT","9th ST","MAN","SR","April 15, 2015","WED","0","0","15,315","14,688","30,003"
"FICKETT ST","N/O","3rd ST","AUTO","CR","November 17, 2015","TUE","0","0","522","441","963"
"WESTERN AV","AT","43rd ST","MAN","SR","December 01, 2015","TUE","0","0","14,516","13,028","27,544"
"RIVERSIDE DR","AT","VENTURA CANYON AV","AUTO","EV","August 08, 2016","MON","11,061","12,038","0","0","23,099"
"6th AV","S/O","48th ST","AUTO","SR","May 24, 2016","TUE","0","0","399","300","699"
"2nd ST","W/O","FRESNO ST","AUTO","CR","November 17, 2015","TUE","708","585","0","0","1,293"
"26tH ST","W/O","ALMA ST","AUTO","SR","August 06, 2015","SR","197","204","0","0","401"
"CENTRAL AV","S/O","87th PL","AUTO","CR","November 12, 2015","THU","0","0","12,047","12,612","24,659"
"PALISADES DR ","AT","EL BOSQUE CT","AUTO","WR","August 25, 2015","TUE","2,027","2,068","0","0","4,095"
"WINNETKA AV","AT","VICTORY BL","MAN","WV","May 20, 2015","WED","0","0","16,913","17,378","34,291"
"43rd ST","E/O","MAIN ST","AUTO","CR","November 12, 2015","THU","720","634","0","0","1,354"
"LELAND WAY","AT","HIGHLAND AV","MAN","HW","June 15, 2016","WED","0","696","0","0","696"
"WESTERN AV","N/O","88th ST","AUTO","SR","September 14, 2015","MON","0","0","13,660","13,100","26,760"
"OLYMPIC BL","W/O","LEMON ST","AUTO","CR","November 17, 2015","TUE","15,703","18,151","0","0","33,854"
"BROADWAY","AT","75tH ST","MAN","SR","April 21, 2016","THU","0","0","12,077","8,385","20,462"
"FOOTHILL BL ","AT","HUBBARD ST","AUTO","EV","September 03, 2015","THU","0","0","10,216","15,858","26,074"
"FOOTHILL BL ","AT ","BALBOA BL   (WEST INTERSECTION)","AUTO","EV","June 18, 2015","THU","3,756","2,841","0","0","6,597"
"SAWYER ST","AT","SHERBOURNE DR","MAN","HW","December 01, 2015","TUE","1,358","1,791","0","0","3,149"
"SAN PEDRO ST","AT","5th ST","MAN","CR","June 14, 2016","TUE","0","0","7,276","7,927","15,203"
"SLAUSON AV                        ","AT","ALSACE AV","MAN","SR","July 01, 2014","TUE","14,342","14,340","0","0","28,682"
"112th ST","W/O","BELHAVEN AV","AUTO","SR","August 13, 2015","THU","236","200","0","0","436"
"WESTERN AV   ","S/O","25th ST","AUTO","SR","October 16, 2014","THU","0","0","1,352","1,549","2,901"
"FALLBROOK AV","AT","VENTURA BL","AUTO","WV","August 02, 2016","TUE","0","0","9,789","13,488","23,277"
"RIDGELEY DR","N/O","EDGEWOOD PL","AUTO","HW","August 18, 2015","TUE","0","0","215","222","437"
"161st ST","E/O","MENLO AV","AUTO","SR","July 21, 2015","TUE","3,945","4,007","0","0","7,952"
"FIGUEROA ST","AT","60th ST","AUTO","CR","February 08, 2016","MON","0","0","13,803","14,125","27,928"
"AVE 53","N/O","LINCOLN AV","AUTO","CR","December 17, 2015","THU","0","0","2,029","1,253","3,282"
"HARVARD BL","AT","218th ST","MAN","SR","June 10, 2015","WED","0","0","437","783","1,220"
"WINTER ST","AT","EVERGREEN AV","MAN","CR","January 11, 2016","MON","259","195","0","0","454"
"F ST","E/O","AVALON BL","AUTO","SR","August 18, 2015","TUE","784","469","0","0","1,253"
"BONNIE BRAE ST","S/O","SANTA YNEZ ST","AUTO","HW","November 17, 2015","TUE","0","0","1,333","1,143","2,476"
"SUNSET BL","AT","CLIFFWOOD AV","AUTO","WR","August 12, 2014","TUE","14,473","13,822","0","0","28,295"
"QUAKERTOWN AV","AT","VENTURA BL","MAN","WV","September 24, 2015","THU","0","0","1,133","0","1,133"
"TOPANGA CANYON BL","AT","DEVONSHIRE ST","MAN","WV","April 09, 2015","THU","0","0","21,660","21,646","43,306"
"CRESCENT AV","AT","HARBOR BL","MAN","SR","June 10, 2015","WED","0","1,293","0","0","1,293"
"SAWYER ST","E/O","ROBERTSON BL","AUTO","WR","August 13, 2015","THU","1,049","1,203","0","0","2,252"
"GAFFEY ST","AT","9th ST","MAN","SR","April 08, 2015","WED","0","0","15,388","15,223","30,611"
"CORBIN AV","AT","ROSCOE BL","MAN","WV","June 16, 2015","TUE","0","0","12,112","12,448","24,560"
"57th ST","W/O","NORMANDIE AV","AUTO","SR","May 19, 2016","THU","458","408","0","0","866"
"CARSON ST","E/O","HALLDALE AV","AUTO","SR","May 24, 2016","TUE","17,617","17,605","0","0","35,222"
"FIGUEROA ST","S/O","BUENA VISTA TERRACE","AUTO","CR","November 19, 2015","THU","0","0","14,718","15,350","30,068"
"WHITE OAK AV","AT","KITTRIDGE ST","AUTO","WV","July 28, 2016","THU","0","0","12,242","11,247","23,489"
"LINCOLN AV","AT","AVENUE 51","MAN","CR","June 16, 2015","TUE","623","700","0","0","1,323"
"HOLLYWOOD BL","AT","SERRANO AV","MAN","HW","June 16, 2015","TUE","12,565","13,301","0","0","25,866"
"PACIFIC AV","S/O","SANTA CRUZ ST","AUTO","SR","November 05, 2015","THU","0","0","8,954","7,423","16,377"
"WASHINGTON BL ","AT","WALTON AV","MAN","CR","June 12, 2014","THU","10,373","12,328","0","0","22,701"
"WESTERN AV","AT","66th ST","MAN","SR","June 11, 2015","THU","0","0","13,247","12,869","26,116"
"PIONEER AV","S/O","ANAHEIM ST","AUTO","SR","November 05, 2015","THU","0","0","250","238","488"
"NORMANDIE AV","AT","51st PL","MAN","SR","November 15, 2015","SUN","0","0","9,844","9,435","19,279"
"LOS ANGELES ST","AT","10 FWY E/B ON RAMP","MAN","CR","November 10, 2015","TUE","0","0","15,898","7,579","23,477"
"VALLEY VISTA BL","AT","SAUGUS AV","MAN","EV","June 07, 2016","TUE","5,974","4,049","0","0","10,023"
"5th AV","N/O","SLAUSON AV","AUTO","SR","November 12, 2015","THU","0","0","604","459","1,063"
"5th AV","AT","SLAUSON AV","MAN","SR","December 01, 2015","TUE","0","0","320","310","630"
"WILSON ST","AT","OLYMPIC BL   ","MAN","CR","November 10, 2015","TUE","0","0","1,497","0","1,497"
"SUNSET BL","AT","DESCANSO DR","AUTO","HW","February 11, 2015","WED","19,750","24,702","0","0","44,452"
"VICTORY BL","AT","TAMPA AV","AUTO","WV","September 28, 2016","WED","19,866","18,009","0","0","37,875"
"5th ST","AT","LUCERNE BL","MAN","HW","June 17, 2015","WED","909","627","0","0","1,536"
"ROSCOE BL","AT","BARDWELL AV","AUTO","EV",,"TUE","21,613","21,175","0","0","42,788"
"WESTMORELAND AV","AT","MELROSE AV","MAN","HW","June 17, 2015","WED","0","0","282","9","291"
"PARTHENIA ST","AT","ORION AV","AUTO","WV","November 03, 2015","TUE","13,694","15,211","0","0","28,905"
"67th ST","W/O","FLOWER ST","AUTO","SR","November 12, 2015","THU","1,088","857","0","0","1,945"
"67th ST","W/O","FLOWER ST","AUTO","SR","November 12, 2015","THU","1,088","857","0","0","1,945"
"CODY RD   ","AT","WOODCLIFF RD","MAN","EV","June 07, 2016","TUE","1,734","2","0","0","1,736"
"PACIFIC COAST HWY","AT","SUNSET BL","MAN","WR","April 23, 2015","THU","29,775","33,220","0","0","62,995"
"69tH ST","AT","NORMANDIE AV","MAN","SR","June 11, 2015","THU","223","212","0","0","435"
"FIGUEROA ST","AT","135th ST","AUTO","SR","March 05, 2015","THU","0","0","7,383","7,708","15,091"
"WASHINGTON BL ","AT","GRAMERCY PL","AUTO","HW","February 18, 2015","WED","14,335","12,002","0","0","26,337"
"7th ST","W/O","OLIVE ST","AUTO","CR","November 10, 2015","TUE","8,869","7,553","0","0","16,422"
"CRESCENT HEIGHTS BL","S/O","SELMA AV","AUTO","HW","May 19, 2016","THU","0","0","17,502","15,897","33,399"
"10th AV","S/O","57th ST","AUTO","SR","November 12, 2015","THU","0","0","606","440","1,046"
"84th ST","E/O","HOOVER ST","AUTO","SR","May 19, 2016","THU","899","632","0","0","1,531"
"MARTIN LUTHER KING BL","AT","WALTON AV","AUTO","SR","August 17, 2016","WED","25,593","21,978","0","0","47,571"
